ligand_id,SMILES,dG_bind,dG_bind_err
1697,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(C)c1,13.365,0.476
1698,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC2F)ncc1F,7.853,0.461
1699,COc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3Cl)ncc2F)c(Cl)c1,7.918,0.487
1700,Cc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1N,19.352,0.469
1701,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,4.808,0.457
1702,COc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c1F,8.199,0.461
1703,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,4.064,0.459
1704,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,7.144,0.464
1705,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,15.154,0.466
1706,Cc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c1,-2.757,0.457
1707,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1,1.419,0.5
1708,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1,9.977,0.459
1709,COc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,10.939,0.463
1710,O=C(Nc1ccnc(Nc2cc(CO)ccn2)c1)c1c(Cl)cc(CO)cc1Cl,6.991,0.493
1711,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2ccc(F)cc2Cl)ccn1,1.122,0.48
1712,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(Nc3ccccn3)c2)c(Cl)c1,10.414,0.502
1713,Cc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2ccccn2)c1,8.753,0.461
1714,Cc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)c1,6.273,0.465
1715,Nc1cccc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)n1,13.8,0.469
1716,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C)cc2Cl)ccn1,10.943,0.452
1717,O=C(Nc1cc(NC(=O)C2CC2F)ncc1F)c1ccccc1,6.23,0.435
1718,Nc1cccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)ccn2)n1,14.021,0.465
1719,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,2.923,0.457
1720,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C(C)=O)cc2Cl)ccn1,8.677,0.479
1721,O=C(Nc1cc(NC(=O)C2CC2(F)F)ncc1F)c1ccncc1,7.769,0.437
1722,COC(=O)Nc1cc(NC(=O)c2c(Cl)cc(Cl)cc2Cl)ccn1,3.807,0.455
1723,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2cccc(Cl)c2F)ccn1,-1.199,0.477
1724,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,-1.589,0.486
1725,O=C(Nc1cc(NC(=O)C2CC2(F)F)ncc1F)c1ccccc1,6.058,0.439
1726,O=C(Nc1ccnc(Nc2cnccn2)c1)c1c(Cl)cccc1Br,6.145,0.453
1727,O=C(Nc1ccnc(Nc2ncccn2)c1)c1c(F)cccc1Cl,4.428,0.45
1728,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2cccc(Cl)c2)ccn1,2.655,0.476
1729,O=C(Nc1ccnc(NC(=O)C(F)F)c1)c1cc(Cl)ccc1Cl,3.456,0.443
1730,O=C(CF)Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)ccn1,2.094,0.442
1731,O=C(Nc1cc(NC(=O)C2CC2F)ncc1F)c1ccncc1,2.73,0.431
1732,Nc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2ncccn2)c1,17.237,0.454
1733,COc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,7.191,0.473
1734,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,11.125,0.484
1735,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)c(F)cn1,3.91,0.493
1736,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,12.954,0.498
1737,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,3.634,0.476
1738,COc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c1,8.146,0.477
1739,O=C(Nc1cc(NC(=O)C2CC(O)C2)ncc1F)c1c(Cl)cc(CF)cc1Cl,12.805,0.49
1740,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,2.237,0.491
1741,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,11.744,0.477
1742,COc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1C,11.517,0.492
1743,COc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,8.767,0.483
1744,COc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1F,5.223,0.475
1745,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,3.027,0.503
1746,COc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c(Cl)c1,7.165,0.494
1747,O=C(Nc1cc(Nc2cn[nH]c2)ncc1F)c1c(Cl)cc(NC(=O)C2CC2)cc1Cl,1.521,0.525
1748,COc1c(C)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.668,0.48
1749,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,0.616,0.498
1750,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,7.738,0.466
1751,CC(=O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c(Cl)c1,10.173,0.502
1752,CCC(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)ccn1,14.842,0.441
1753,Cc1ccnc(Nc2cc(NC(=O)c3c(N)cccc3Cl)ccn2)c1,12.661,0.465
1754,O=C(Nc1cc(NC(=O)C2CC2Cl)ncc1F)c1cccc(F)c1,-2.477,0.446
1755,O=C(NCc1ccccc1)Nc1cc(NC(=O)c2ccccc2Cl)ccn1,3.256,0.488
1756,Nc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,20.655,0.462
1757,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)Nc3ccccn3)c2)c(Cl)c1,-0.731,0.508
1758,Nc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,18.934,0.477
1759,COC(=O)c1ccnc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)c1,4.479,0.487
1760,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1c(Cl)cccc1Cl,-6.266,0.479
1761,O=C(Nc1cc(NC(=O)c2cc(O)ccc2Cl)ccn1)Oc1ccccc1,-4.925,0.473
1762,N#CCC(=O)Nc1cc(NC(=O)c2ccccc2Cl)ccn1,-1.36,0.439
1763,Nc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,17.739,0.465
1764,O=C(Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1)Oc1ccccc1,-6.13,0.475
1765,Nc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,18.388,0.452
1766,Nc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)CF)c1,12.132,0.44
1767,CNC(=O)c1cccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)n1,-4.634,0.493
1768,O=C(Cc1ccccc1)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,3.519,0.476
1769,Nc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,10.93,0.478
1770,O=C1CC(C(=O)Nc2cc(NC(=O)c3ccc(F)cc3F)ccn2)C1,7.013,0.45
1771,CCC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,-1.048,0.437
1772,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(C)n1,-8.02,0.48
1773,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)Oc3ccccc3)c2)c1,-3.218,0.48
1774,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2c(Cl)cccc2C(F)(F)F)ccn1,7.339,0.492
1775,CNC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,-8.987,0.438
1776,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)ccn1,6.795,0.5
1777,Cc1ccnc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)c1,1.612,0.458
1778,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(F)c1,0.041,0.443
1779,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1ccc(F)cc1F,9.518,0.443
1780,CC(C)C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,2.539,0.445
1781,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,-0.42,0.485
1782,Nc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1,0.402,0.44
1783,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2cc(O)ccc2Cl)ccn1,-2.129,0.479
1784,Nc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,17.937,0.483
1785,O=C(Nc1cc(NC(=O)C2CC2Cl)ncc1F)c1ccccc1F,-1.693,0.445
1786,Nc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C(F)F)c1,11.939,0.441
1787,CSCC(=O)Nc1cc(NC(=O)c2ccccc2Cl)ccn1,0.259,0.449
1788,O=C(Nc1ccnc(Nc2cccc(=O)[nH]2)c1)c1c(Cl)cccc1Cl,-8.165,0.465
1789,O=C(Nc1ccnc(NC(=O)C(CO)CO)c1)c1ccccc1Cl,1.392,0.461
1790,Nc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,15.733,0.467
1791,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)ccn1,3.476,0.504
1792,COc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2CNC(C)=O)c1,20.057,0.517
1793,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2CNC(C)=O)c1,16.903,0.514
1794,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3CNC(C)=O)c2)c(Cl)c1,16.162,0.521
1795,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2CNC(C)=O)c1,17.778,0.522
1796,Cc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,3.759,0.449
1797,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,4.789,0.479
1798,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2cccnc2)ccn1,11.223,0.5
1799,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,10.922,0.478
1800,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cc(F)ccc2F)ccn1,-3.844,0.451
1801,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1cccc(O)c1,8.411,0.442
1802,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,16.902,0.475
1803,O=C1CC(C(=O)Nc2cc(NC(=O)c3ccccc3C(F)(F)F)ccn2)C1,3.036,0.468
1804,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,11.638,0.466
1805,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,14.587,0.472
1806,O=C(Nc1cc(NC(=O)c2ccc(Cl)cc2F)ccn1)NC1CC1,7.679,0.456
1807,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c(F)cn1,1.983,0.465
1808,O=C(Nc1cc(NC(=O)c2cccc(F)c2Cl)ccn1)NC1CC1,-1.5,0.455
1809,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c1F,9.047,0.456
1810,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cccc(O)c1F,5.053,0.441
1811,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,17.412,0.461
1812,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,14.605,0.451
1813,O=C(Nc1cc(NC(=O)c2cc(Cl)ccc2F)ccn1)NC1CC1,-1.098,0.449
1814,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,7.316,0.458
1815,Nc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,13.1,0.449
1816,Cc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,9.589,0.45
1817,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,13.224,0.456
1818,O=C(Nc1cc(NC(=O)C2COC2)ncc1F)c1ccc(F)cc1Cl,-1.805,0.452
1819,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1ccccc1C(F)(F)F,3.036,0.459
1820,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NCC3CC3)c2)c(Cl)c1,21.747,0.492
1821,Nc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c(Cl)c1,-2.261,0.473
1822,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1F,4.842,0.449
1823,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1ccc(F)cc1F,10.347,0.456
1824,O=C(Nc1cc(NC(=O)c2ccc(F)cc2Cl)ccn1)NC1CCC1,-0.827,0.463
1825,CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2F)ccn1,5.42,0.447
1826,Cc1ccc(C)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c1,7.571,0.459
1827,Cc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,-1.882,0.448
1828,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cccc(O)c1,6.855,0.437
1829,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c1F,4.749,0.448
1830,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NCC3CC3)c2)c1,10.042,0.439
1831,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,1.382,0.465
1832,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2F)ccn1,15.809,0.459
1833,O=C1CC(C(=O)Nc2cc(NC(=O)c3ccc(F)cc3Cl)c(F)cn2)C1,-2.275,0.46
1834,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(C)c1,15.817,0.462
1835,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,3.492,0.452
1836,O=C1CC(C(=O)Nc2cc(NC(=O)c3cccc(O)c3)ccn2)C1,5.319,0.452
1837,Nc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1Cl,5.353,0.472
1838,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccccc1C(F)(F)F,-2.814,0.466
1839,O=C(Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)ccn1)NC1CCC1,7.155,0.49
1840,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,-8.879,0.488
1841,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1,-5.402,0.461
1842,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(C)c1,12.423,0.473
1843,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,-4.612,0.474
1844,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CC2CO)c1,12.412,0.47
1845,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cc(O)ccc1F,1.503,0.447
1846,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1F,6.471,0.459
1847,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1,11.06,0.452
1848,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,6.413,0.473
1849,O=C(Nc1cc(NC(=O)c2cccc(Cl)c2)ccn1)NC1CC(O)C1,4.138,0.471
1850,COc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,-7.095,0.455
1851,Cc1cccc(N)c1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,24.132,0.461
1852,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,11.626,0.459
1853,N#CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2)c(F)cn1,9.871,0.46
1854,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2(C)C)c1,13.383,0.464
1855,O=C(Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)ccn1)NC1CCC1,8.378,0.495
1856,Nc1nc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)cc(C2CC2)n1,2.418,0.498
1857,Cc1cc(Nc2cc(NC(=O)c3ccccc3Cl)ccn2)nc(C2CC2)n1,-3.46,0.49
1858,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2)ccn1,11.762,0.451
1859,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1cccc(O)c1,7.747,0.455
1860,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CC2C#N)c1,11.185,0.457
1861,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,7.938,0.458
1862,O=C(Nc1cc(NC(=O)c2cc(O)ccc2Cl)ccn1)NC1CCC1,-3.179,0.466
1863,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(N)cccc2F)ccn1,16.917,0.466
1864,Cc1c(N)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2(C)C)c1,18.9,0.474
1865,O=C(Nc1cc(NC(=O)C2CCOC2)ncc1F)c1ccc(F)cc1Cl,2.795,0.463
1866,Nc1nc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)cc(C2CC2)n1,3.874,0.485
1867,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2)ccn1,12.307,0.46
1868,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1ccccc1Cl,-2.621,0.461
1869,CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2Cl)c(F)cn1,-4.375,0.457
1870,O=C(Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1)NC1CC(O)C1,2.027,0.483
1871,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(N)c2F)ccn1,10.239,0.451
1872,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,11.38,0.466
1873,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(O)c2)ccn1,7.701,0.449
1874,CC1CC1C(=O)Nc1cc(NC(=O)c2c(N)cccc2F)ccn1,11.491,0.451
1875,COc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,-14.156,0.456
1876,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(F)c2N)ccn1,13.52,0.465
1877,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1c(F)cccc1F,4.279,0.459
1878,Cc1c(N)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,13.036,0.464
1879,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CCOC3)c2)c1F,12.038,0.459
1880,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1,-9.288,0.462
1881,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,-7.924,0.466
1882,Cc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c1,1.305,0.454
1883,Nc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1,5.71,0.46
1884,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1c(F)cccc1Cl,2.58,0.463
1885,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(F)c1,5.322,0.462
1886,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(N)c2F)ccn1,6.605,0.464
1887,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(F)c1,6.631,0.459
1888,COc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c1,9.512,0.468
1889,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2Cl)c(F)cn1,-0.424,0.47
1890,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c(Cl)c1,1.454,0.495
1891,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1ccc(O)cc1F,-3.402,0.451
1892,Cc1cccc(N)c1C(=O)Nc1ccnc(NC(=O)C2CC2(C)C)c1,27.553,0.47
1893,Nc1cccc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)n1,15.188,0.46
1894,O=C(Nc1ccnc(Nc2ccncc2)c1)c1cccc(Cl)c1F,-1.167,0.449
1895,Nc1cc(Cl)c(C(=O)Nc2ccnc(Nc3ncccn3)c2)c(Cl)c1,7.626,0.467
1896,O=C(Nc1cc(NC(=O)c2ccccc2)ccn1)NC1CCC1,11.002,0.449
1897,O=C(Nc1cc(Nc2ccccn2)ncc1F)c1c(Cl)cccc1Cl,-0.076,0.454
1898,NC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)nc1,6.893,0.485
1899,O=C(Nc1ccnc(Nc2ncccn2)c1)c1ccc(Cl)cc1Cl,13.813,0.458
1900,Nc1c(Cl)cccc1C(=O)Nc1ccnc(Nc2ccccc2)c1,15.947,0.461
1901,Nc1ccc(C(=O)Nc2ccnc(Nc3ccccc3)c2)c(Cl)c1,9.907,0.464
1902,O=C(Nc1ccnc(Nc2ccncn2)c1)c1cc(Cl)ccc1Cl,-1.409,0.455
1903,NC(=O)c1ccc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)nc1,7.585,0.474
1904,NC(=O)c1ccc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)nc1,5.341,0.488
1905,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1)NC1CC(O)C1,-3.017,0.482
1906,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1c(Cl)cc(Cl)cc1Cl,4.568,0.484
1907,COc1c(C)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,3.111,0.466
1908,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)c(F)cn1,13.518,0.484
1909,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c(Cl)c1,-9.669,0.475
1910,COc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c1C,4.542,0.472
1911,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)c(F)cn1,-2.001,0.471
1912,Nc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,15.219,0.472
1913,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C)cc2Cl)c(F)cn1,5.721,0.503
1914,Cc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.114,0.464
1915,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1,-7.941,0.467
1916,COc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3C#N)c2)c1,5.942,0.466
1917,COc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c1,3.22,0.465
1918,CC(=O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3(C)C)ncc2F)c(Cl)c1,13.852,0.506
1919,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,-1.34,0.458
1920,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,13.447,0.467
1921,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,-0.135,0.468
1922,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,8.349,0.461
1923,Cc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1F,7.065,0.463
1924,O=C(Nc1ccnc(NC(=O)C2CCCO2)c1)c1cccc(O)c1Cl,4.424,0.465
1925,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)c(F)cn1,7.748,0.49
1926,Nc1nc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)cc(C2CC2)n1,-8.129,0.493
1927,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,16.686,0.469
1928,CC(=O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3C)ncc2F)c(Cl)c1,12.815,0.494
1929,Nc1ccc(Cl)cc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,18.151,0.469
1930,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CC2CO)c1,10.312,0.471
1931,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c(Cl)c1,8.932,0.475
1932,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c(Cl)c1,9.293,0.509
1933,COc1ccc(C)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c1,5.067,0.47
1934,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2N)c(F)cn1,16.223,0.475
1935,O=C(Nc1ccnc(NC(=O)C2CCCO2)c1)c1ccc(O)cc1Cl,11.097,0.468
1936,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.66,0.468
1937,CC1CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)c(F)cn1,-7.94,0.457
1938,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(F)c1,5.542,0.47
1939,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,13.704,0.471
1940,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,6.122,0.474
